"Orateur","Parti","Objet","Date","Texte"
"Mme Sarah Bertschi occupe le siège de rapporteur. Le président","Indéterminé","24.053","Septembre 2025","PLANIFICATION HOSPITALIÈRE NEUCHÂTELOISE 24.053 Rapport du Conseil d'État au Grand Conseil concernant la deuxième étape de la planification hospitalière neuchâteloise (conditions-cadres) et à l'appui d'un projet de loi modifiant la loi de santé (LS) (Planification hospitalière) (Du 18 décembre 2024) Propositions de la commission parlementaire M. Vincent Martinez occupe le siège de rapporteur. Débat d'entrée en matière"
"M. Vincent Martinez","LR-LC","24.053","Septembre 2025","La commission Santé s'est réunie à trois reprises, les 24 janvier, 12 février et 31 mars 2025. Nous profitons de l'occasion pour signaler que nous sommes le rapporteur de l'ancienne commission Santé et que, dès lors, nous ne savons pas ce qui a pu se passer en cours de route depuis la nouvelle législature. Nous espérons donc ne pas trop dire de bêtises et que les commissaires actuels n'auront pas à nous jeter des éléments à la tête en nous disant que nous sommes à côté de la plaque ! Rappelons que les trois objectifs principaux de la planification hospitalière sont : la garantie de l'accès aux soins pour l'ensemble des besoins de la population cantonale ; l'assurance de la qualité des prestations selon un standard hospitalier (stationnaire) minimum ; et la contribution à la maîtrise des coûts en allouant la fourniture de prestations et des ressources de manière à éviter tant une surcapacité qu'une sous-capacité. La planification hospitalière se fait en trois étapes : l'évaluation des besoins hospitaliers stationnaires ; la définition des conditions-cadres ; l'élaboration de la liste hospitalière et l'attribution des mandats de prestations. La phase 1 a été adoptée par le Grand Conseil en 2021. Le présent rapport met en place la phase 2, la définition des conditions-cadres. Lorsque le Grand Conseil aura adopté ce rapport et le projet de loi afférent et qu'il n'y aura pas eu de demande référendaire, le Conseil d'État pourra établir la liste hospitalière. Rappelons encore que le processus 2 avait été bloqué en 2021, suite à l'arrêt du Tribunal administratif fédéral, qui avait partiellement donné raison au recours de Swiss Medical Network Hospitals (SMNH), qui s'opposait à l'obligation d'appliquer la convention collective de travail (CCT) Santé 21 dans leurs établissements privés, ainsi qu'à l'obligation des quotas opératoires pour leurs mêmes établissements. Avec cette nouvelle mouture proposée à ce jour, le Conseil d'État estime disposer d'éléments solides et cohérents qui devraient lui permettre de ne pas être débouté si un nouveau recours devait avoir lieu. Les nouveaux articles proposent en particulier de garantir une masse critique suffisante, des conditions de travail adéquates, d'effectuer une prise en charge en français ou dans une langue comprise par le patient et de s'engager en faveur du développement durable. Si la couverture des besoins l'exige, il y a la possibilité de déroger aux conditions d'admission cantonales. Finalement, il y aura des amendements, notamment sur les conditions de travail, mais nous reviendrons sur ce sujet plus tard. Ce rapport a suscité de nombreux commentaires des commissaires ainsi qu'un bon nombre d'amendements. Séance du 2 septembre 2025, 8h30 La qualité de l'indication est mentionnée sans que des indicateurs soient proposés, ce qui est regrettable lorsqu'on sait qu'à présent, 20 à 25% des prestations sont injustifiées, soit pour cause de doublon, soit en raison de polypragmasie. La gestion des quantités : l'arrêt du Tribunal administratif fédéral ne permet pas d'attribuer des quotas par institution. Il a donc été décidé d'attribuer des quotas généraux par domaine de prestations. En cas de dépassement, une diminution de la prise en charge cantonale est calculée au prorata des dépassements de chaque institution. Les conditions de travail adéquates : la référence à la CCT Santé 21 pose quelques éléments de difficulté. Il s'agira de trouver des solutions et, sauf erreur de notre part, avec les amendements et les propositions qui ont été faites, cela devrait être réglé. D'autres discussions ont eu pour sujet l'effort des institutions en faveur de la formation professionnelle, ainsi que l'article sur les équipements médico-techniques lourds, qui ont amené à proposer divers amendements qui seront votés ce jour. Finalement, la commission a voté unanimement pour l'entrée en matière sur ce projet de loi. Nous reviendrons tout à l'heure sur les amendements."
"Le président","Présidence","24.053","Septembre 2025","Nous donnons la parole aux groupes."
"Mme Brigitte Neuhaus","VertPOP","24.053","Septembre 2025","Le groupe VertPOP souhaite tout d'abord saluer la qualité et la clarté du rapport 24.053, malgré la grande complexité du sujet. Le Conseil d'État, par ce rapport, propose de fixer dans la loi de santé, et non plus par voie d'arrêté, un cadre structuré définissant les conditions d'admission des institutions de soins sur la liste hospitalière, ainsi que les obligations pour leur maintien. Cette avancée renforce la transparence et donc la stabilité pour nos établissements, tout en inscrivant des exigences visant à garantir la qualité et la sécurité des soins aux patients. À relever aussi que la planification qui nous est soumise est évidemment teintée par les recours vécus au cours de la dernière décennie, ce qui a obligé le Conseil d'État à travailler sur le fil du rasoir et nous contraint à une certaine retenue. La planification hospitalière devra permettre de relever simultanément des défis majeurs : assurer un niveau élevé de qualité et de sécurité des soins, dans un environnement financier très tendu et avec une pénurie de personnel. Il devra également garantir une offre suffisamment flexible pour répondre aux fluctuations inévitables et imprévisibles des besoins de la population, si l'on songe notamment à l'introduction du financement uniforme (EFAS), au développement de l'offre ambulatoire ou encore à la crise Covid-19. Les conditions d'admission et obligations de l'article 83 appellent quelques commentaires. Le projet du Conseil d'État intègre de nombreuses dispositions déjà en vigueur, comme la gestion de volumes maximaux de prestations et la notion de masse critique, destinées à assurer une activité suffisante pour la formation, l'expérience et la compétence technique des professionnels. Mais il introduit aussi à l'article 83e plusieurs dispositions nouvelles ou renforcées comme conditions d'admission à la liste hospitalière. Pour n'en citer que quelques-unes, le groupe VertPOP souhaite saluer la nécessité d'avoir un concept de prise en charge des patients assurant la liaison pré et post-hospitalière, ce qui favorisera la continuité et la sécurité des soins. Notre groupe est particulièrement sensible à l'intégration des critères de développement durable des activités hospitalières ; cela a déjà été cité par le rapporteur de la commission. Il s'agit ici de répondre aux urgences sociétales en cohérence avec les objectifs climatiques, sachant que le secteur de la santé contribue significativement aux émissions de CO et à la micropollution 2 pharmaceutique des eaux, par exemple. Un autre point renforcé que nous tenons à relever est la volonté de garantir un accès à une information adaptée non seulement aux patients francophones, mais aussi aux non francophones par de l'interprétariat, par exemple, ce qui favorise l'autodétermination et renforce la qualité des soins. Séance du 2 septembre 2025, 8h30 Enfin, pour notre groupe, les conditions de travail adéquates, cruciales dans un secteur en pénurie croissante de personnel qualifié, doivent effectivement être inscrites dans la loi, afin de les soutenir et de les cadrer si nécessaire. Les buts sont la fidélisation du personnel, la diminution de l'absentéisme et la réduction de personnel temporaire, évitant ainsi des surcoûts conséquents et la perte de nombreuses compétences. Toutefois, la planification hospitalière se doit d'encadrer les conditions de travail de toutes et tous les employé-e-s et non de quelques professions, comme le proposait initialement le Conseil d'État. Dans ce sens, le groupe VertPOP soutiendra unanimement l'amendement du Conseil d'État du 24 juin à l'article 83e, alinéa 2, lettre d. Pour ce qui est des professions qui doivent encore être valorisées, elles devront l'être au sein des négociations de la CCT. Nous reviendrons brièvement sur ces points lors du débat par amendement, s'il y a lieu. À relever enfin que même si l'application de la CCT Santé 21 ne conditionne pas l'inscription d'une institution sur la liste hospitalière, notre groupe souligne qu'elle doit rester la référence pour les institutions publiques de santé de notre canton. Elle constitue un fondement en matière de salaires, de conditions de travail, de protection sociale, et contribue à la stabilité des institutions en créant un environnement professionnel transparent et motivant. Enfin, dernier point à relever ici : nous regrettons que la notion de qualité des indications médicales pour certaines prestations, notamment certaines opérations électives, n'ait pas pu être intégrée dans le cadre légal, les outils d'évaluation à disposition semblant encore manquer. Pourtant, l'indication médicale demeure essentielle pour assurer la pertinence des interventions et l'efficience du système. En Suisse, jusqu'à 20% des prestations souffrent d'une indication questionnable, ce qui utilise inutilement les ressources humaines et matérielles et génère des coûts supplémentaires sans apporter de réels bienfaits aux patients. Enfin, pour ce qui est des amendements divers, nous vous donnons déjà la position du groupe et reprendrons la parole si cela devait s'avérer nécessaire ultérieurement. Comme déjà dit, notre groupe soutiendra à l'unanimité l'amendement du Conseil d'État à l'article 83e, alinéa 2, lettre d, sur les conditions de travail, ainsi que les autres amendements acceptés par la commission Santé. Seul l'amendement de la commission sur le travail irrégulier ne sera pas soutenu. En effet, la formulation initiale du Conseil d'État, qui évoque la notion de travail irrégulier, a l'avantage de permettre la prise en compte dans le calcul du salaire horaire d'une telle indemnisation. Cela concerne potentiellement des institutions de santé qui n'appliqueraient pas la CCT Santé 21. Notre groupe soutiendra donc, dans ce cas, l'article 83f, alinéa 2, lettre c, tel que rédigé initialement dans le rapport du Conseil d'État. En conclusion, notre groupe votera l'entrée en matière du rapport, ainsi que le projet de modification de la loi de santé amendé. Le classement de l'initiative populaire 12.159 sera soutenu par une partie du groupe uniquement."
"Mme Sarah Curty","LR-LC","24.053","Septembre 2025","Le rapport qui nous intéresse aujourd'hui concerne la planification hospitalière au sens large, dans notre canton. C'est un exercice à la fois politique, stratégique et opérationnel. La planification hospitalière permet de poser le cadre d'organisation des soins dans notre canton, à savoir quel fournisseur de prestations prodigue quels soins à quel endroit, de quelle manière et dans quelles conditions. D'où tous ces débats que nous avons pu avoir et ces va-et- vient avec tous ces amendements. La planification hospitalière touche à des enjeux de société majeurs : la qualité des soins, la proximité d'accès aux centres de soins, la soutenabilité financière cantonale des fournisseurs de soins et de la population, et enfin la confiance dans les fournisseurs de prestations. Ce projet de loi est la deuxième mouture qui fait suite à la planification hospitalière de 2016-2022, qui avait été déboutée par le Tribunal administratif fédéral à la fin de l'année 2021. Pour rappel, ce dernier a estimé que plusieurs critères, tels que les quotas et la masse critique, ainsi que la référence à la CCT Santé 21, étaient juridiquement mal fondés et insuffisamment motivés. La conséquence pour l'État a été de devoir rembourser plusieurs millions de francs de manque à gagner à la Swiss Medical Network Hospitals (SMNH) et de revoir sa copie. Aujourd'hui, ce rapport pose un cadre plus clair, plus lisible et juridiquement plus renforcé, avec une proposition de règles plus acceptables pour les différents acteurs de la santé du canton. Bien qu'il Séance du 2 septembre 2025, 8h30 reste des éléments sensibles, le groupe libéral-radical – Le Centre soutiendra son entrée en matière, puisque cette planification garantit l’intérêt général avec les conditions-cadres pour figurer sur la liste hospitalière, tout en laissant aux fournisseurs de prestations une liberté d’action plus consensuelle. Notre groupe reste sensible à ce compromis qui permet de concilier l’équité d’accès aux soins, la liberté de choix du prestataire et donc l’efficience dans la prise en charge de la population neuchâteloise, dans le souhait de maîtriser les ressources et les finances cantonales en matière de santé publique. Le texte insiste à juste titre sur les critères d’économicité, de masse critique, de coordination des prestations ou encore de transparence sur les coûts et les résultats. En ce qui concerne la transparence, nous y reviendrons avec la motion déposée par le groupe VertPOP. Ce sont des piliers essentiels pour garantir la soutenabilité de notre politique sanitaire cantonale. Nous devons éviter de multiplier des prestations redondantes ou marginales qui alourdissent les budgets sans bénéfice clair pour la population. La planification hospitalière est un outil pour faire des choix parfois difficiles, mais nécessaires pour garantir une offre pertinente à long terme. Certains éléments du projet de loi et des amendements débattus en commission doivent cependant être abordés avec mesure. Tout d’abord, la question des conditions de travail inscrites comme critère juridique, qui ne doit pas conduire à rigidifier l’ensemble du système, ni à pénaliser les différents fournisseurs de prestations. Nous ne souhaitons pas non plus que la référence aux conditions de travail concerne uniquement les professions de la santé déjà soutenues de manière évidente par la CCT Santé 21 ou par les effets de l’initiative sur les soins infirmiers. Ce serait créer un déséquilibre injustifié entre les corps de métier. C’est la raison pour laquelle notre groupe est partagé quant à la proposition initiale du Conseil d’État, qui nous semble manquer de substance et de portée réelle, et quant à l’amendement déposé par le Conseil d’État sous forme de compromis suite au dépôt d’autres amendements de la gauche et de celui de notre groupe. Nous allons essayer d’être claire sur ce sujet. Notre amendement avait donc été déposé après les débats de commission et proposait de retirer simplement l’alinéa : à nos yeux, tel que proposé par le Conseil d’État, il n’apportait rien puisque, comme déjà dit, le champ des corps de métier concernés par cet alinéa est déjà couvert par la CCT Santé 21 ou par d’autres conditions de travail, actuellement soumises à une forte concurrence à cause de la pénurie de professionnels de la santé au sens large. Notre amendement a pu être retiré lors de la reprise des débats au sein de notre commission, en faveur d’un nouvel amendement déposé par le Conseil d’État. Celui-ci a l’avantage de couvrir plus largement les conditions de travail, sans se contenter de ces professions déjà couvertes par la CCT Santé 21, mais sans pour autant englober les professions médicales universitaires, comme c’était le choix de l’amendement de la gauche. Un compromis que nous vous invitons donc à suivre en acceptant l’amendement du Conseil d’État. L’autre aspect qui nous paraît discutable et dont nous craignons un retour à la charge par certains fournisseurs de prestations est la notion de conditions de travail équivalentes – comme proposé par l’amendement –, plutôt que comparables. Notre groupe sera partagé sur ce sujet, bien que, par prudence, nous conseillions fermement de rester sur la proposition du Conseil d’État, afin d’éviter tout recours juridique à ce sujet. Nous reviendrons sur les différents amendements le moment venu, si nécessaire. Nous avons cru comprendre que cela le sera, nous verrons donc tout cela plus tard. Concernant la motion 24.053, déposée par le groupe VertPOP, nous ne nous y opposerons pas, car nous reconnaissons que le besoin de transparence quant à la masse salariale des institutions de santé est nécessaire et, de fait, celle des médecins y étant employés. Nous attendons les arguments du Conseil d’État par rapport à la proposition de modification en postulat, mais probablement que nous ne nous opposerons pas non plus à ce que l’objet soit transformé en postulat. Enfin, nous souhaitons relever que ce projet de loi apporte une vision de la répartition des soins dans notre canton qui va dans le sens de la vision du groupe libéral-radical – Le Centre : une répartition pragmatique qui souhaite couvrir l’entier des régions dans une vision d’efficience stratégique et opérationnelle, un accès aux soins de premiers recours qui souhaite s’aligner sur une logique nouvelle que les commissaires continueront de défendre en commission. Séance du 2 septembre 2025, 8h30 Le groupe libéral-radical – Le Centre votera donc l'entrée en matière, mais nous resterons engagés pour veiller à ce que cette loi ne devienne pas un carcan administratif, mais bien un outil de pilotage efficace, au service de la santé des Neuchâteloises et des Neuchâtelois."
"Mme Anne Bramaud du Boucheron","S","24.053","Septembre 2025","La planification hospitalière : la fin d'un serpent de mer ? En 2021, le Tribunal fédéral annulait la planification hospitalière de 2016. Et nous voici en 2025 avec une nouvelle mouture. Le groupe socialiste salue le travail important réalisé par le Conseil d'État et les services concernés, qui permet de doter notre canton d'une planification solide, conforme aux exigences légales et tenant compte des enseignements tirés de l'arrêt du Tribunal fédéral. Alors, oui, notre canton a pris du retard, il est aujourd'hui essentiel de le rattraper. Nous soulignons ici l'importance cruciale de cet objet : il ne s'agit pas uniquement d'une révision technique. Nous parlons ici des conditions d'accès à la liste hospitalière cantonale, autrement dit des règles d'attribution des mandats. Et cela dans le cadre que nous connaissons qui promeut la concurrence hospitalière et le financement par prestation. L'enjeu – nous n'allons pas nous étaler sur ce sujet, nos préopinantes l'ont très bien formulé – est d'offrir une offre de soins cohérente, planifiée, accessible à toutes et à tous, de qualité, mais qui soit aussi respectueuse des finances publiques et des besoins de la population neuchâteloise. Dans tous les débats de commission, le groupe socialiste s'est attaché à dire que la qualité des soins passait par le respect de celles et ceux qui les dispensent. C'est pour nous une ligne rouge. Certes, il n'est plus possible, juridiquement, d'exiger l'adhésion à la CCT Santé 21 dans cette planification, mais nous défendons avec force le principe que les conditions de travail dignes des collaborateurs et collaboratrices de la santé doivent être garanties. De ce point de vue, les discussions et notamment la proposition d'amendement du Conseil d'État visant à protéger plus largement le personnel hospitalier dans un contexte de pénurie nous réjouissent. Cet amendement constitue un compromis équilibré et justifie, pour nous, le retrait de notre amendement initial, évoqué par notre préopinante. Globalement, le groupe socialiste soutiendra les amendements acceptés par la commission. Concernant la motion 12.159, le groupe socialiste sera partagé quant à son classement, entre refus et abstention. En effet, cette planification introduit des garde-fous en conditionnant l'octroi de mandats à des conditions de travail minimales, et cela afin d'éviter la sous-enchère notamment. Nous ne sommes pas du tout convaincus que la pénurie va faire monter les salaires des collaborateurs, mais nous reconnaissons l'effort du canton dans les limites de sa marge de manœuvre. Cependant, pour nombre de nos camarades, ce résultat demeure insuffisant : garantir le minimum n'est pas une fin en soi, il est légitime de viser le maximum en matière de qualité et de protection du personnel. Comme la parole nous est donnée, nous ne manquerons pas l'occasion de rappeler que le système de santé ne repose néanmoins pas que sur les réponses hospitalières en soins et que les besoins de notre population nécessitent des réévaluations. C'est la condition pour que notre système reste solidaire, supportable, efficace et centré sur les patients et patientes. Enfin, s'agissant de la motion du groupe VertPOP, le groupe socialiste y est favorable. Nous soutenons toute démarche allant dans le sens de la transparence, indispensable à la confiance en notre système de santé."
"Mme Jennifer Angehrn","UDC","24.053","Septembre 2025","Le groupe UDC a examiné avec attention le présent rapport, qui marque une étape attendue et nécessaire dans la réforme de la planification hospitalière de notre canton. À l'instar de notre collègue de la commission Santé, nous reconnaissons la qualité du travail effectué pour répondre aux exigences fédérales et surmonter l'impasse juridique issue de l'arrêt du Tribunal administratif fédéral en 2021. Nous saluons l'effort d'adaptation aux normes fédérales et la volonté du Conseil d'État de proposer des conditions-cadres qui tiennent compte à la fois du cadre légal, des réalités régionales et des enseignements du passé. Le groupe UDC étant attaché à la sécurité juridique, il était temps de doter notre canton d'un cadre hospitalier clair, stable et durable. Notre groupe est favorable à l'établissement de conditions de travail décentes, garantes d'attractivité pour le personnel de santé. Toutefois, nous resterons Séance du 2 septembre 2025, 8h30 vigilants quant à la tentation de surenchères administratives ou idéologiques dans les exigences imposées aux établissements publics et privés qui remplissent leur mission avec professionnalisme. Il nous faut éviter que ce nouveau cadre ne devienne un frein à l'innovation ou à la diversité de l'offre hospitalière. Le principe d'équité ne doit pas se transformer en nivellement bureaucratique. En effet, la pénurie actuelle de soignants est une conséquence, à notre sens, d'un manque de pragmatisme dans le cadre des formations. Le groupe UDC voit mal comment on peut accroître la qualité et la quantité en exigeant toujours plus de diplômes universitaires pour le personnel soignant, à l'exception des médecins qui ne sont pas concernés par cette réflexion. Un titre universitaire témoigne d'une formation théorique, mais ne dit strictement rien quant aux aptitudes concrètes du diplômé face aux patients. Il serait plus juste d'axer davantage la formation professionnelle sur la pratique dans les métiers du soin, notamment hospitalier. La planification hospitalière ne doit pas être un prétexte pour alourdir les dépenses publiques ou restreindre arbitrairement la concurrence. Nous rappelons que la LAMal est fondée sur la liberté de contracter et la responsabilité individuelle, et qu'il convient de préserver un équilibre sain entre offre publique et offre privée dans l'intérêt des patients et la qualité des soins. Nous encourageons également le Conseil d'État à poursuivre sur la voie d'une concertation ouverte avec les acteurs du terrain, y compris les communes, les EMS, les médecins indépendants et les hôpitaux périphériques. La planification hospitalière ne peut réussir que si elle s'inscrit dans une vision globale de la santé, coordonnée, réaliste et en adéquation avec les besoins concrets de la population. Il est essentiel que le Conseil d'État privilégie les partenariats public-privé dans le domaine de la santé, car ceux-ci favorisent l'innovation, contribuent à l'optimisation des coûts et permettront d'assurer une desserte médicale de qualité. Dans la continuité, nous accepterons le classement de la motion 12.159, les éléments qu'elle contenait étant désormais couverts par le projet de loi. Nous accepterons la motion 25.154. En effet, notre groupe est attaché à la transparence, en particulier quand il s'agit de l'utilisation des fonds publics dans le domaine de la santé. Concernant les amendements, nous y reviendrons lors de leur développement. Vous l'aurez compris, le groupe UDC soutiendra ce rapport, car il apporte une base juridique nécessaire et politiquement raisonnable pour avancer dans la réforme de notre paysage hospitalier. Mais ce soutien s'accompagne d'une exigence de rigueur, de pragmatisme et de respect de la diversité institutionnelle de notre canton."
"Mme Brigitte Leitenberg","VL","24.053","Septembre 2025","Les membres du groupe Vert'Libéral ont lu avec intérêt le rapport 24.053, qui décrit la deuxième étape de la planification hospitalière. Nous en profitons pour remercier le rapporteur, qui a donné clairement des bases importantes pour résumer ce rapport. Les membres du groupe Vert'Libéral saluent les préoccupations environnementales évoquées dans le rapport, que ce soit à propos de l'énergie, du fonctionnement de l'hôpital ou de la pollution liée aux médicaments, et nous espérons bien sûr que ces mesures, comme toutes les autres qui sont proposées dans ce rapport, se concrétiseront réellement sur le terrain. Bien qu'ayant déjà pris du retard, la planification hospitalière définit pour l'avenir les conditions- cadres régissant l'accès à la liste hospitalière cantonale qu'une institution hospitalière, un hôpital, une clinique ou une maison de naissance doit respecter afin d'y figurer. Nos préopinantes ont largement expliqué les préoccupations de la population et la responsabilité des établissements de soins de notre canton, nous allons donc abréger un peu notre prise de parole. L'approbation de ce projet de loi portant modification de la loi de santé permettra d'intégrer ces conditions directement dans la loi de la santé neuchâteloise en apportant une meilleure stabilité au système, créant un meilleur environnement de travail, de formation et d'organisation des soins dans notre canton. Le membres du groupe Vert'Libéral accepteront donc l'entrée en matière – donc ce rapport –, avec les amendements de la commission et avec également celui du Conseil d'État. Nous accepterons également le classement de la motion 12.159. Séance du 2 septembre 2025, 8h30"
"M. Frédéric Mairy","Département de la santé, de la jeunesse et des sports","24.053","Septembre 2025","Nos remerciements à l'ensemble des groupes pour leur entrée en matière favorable envers ce rapport. Un rapport très technique, comme cela a été rappelé, un rapport qui soumet la deuxième étape de la planification hospitalière au vote du Grand Conseil, ce qui est une spécificité neuchâteloise, et qui demande effectivement, comme l'a rappelé la porte-parole du groupe VertPOP, à la fois pour le Conseil d'État et pour le service de la santé publique, de travailler sur le fil du rasoir avec une marge de manœuvre relativement restreinte et cadrée par le droit fédéral, et qui contraint aussi le Grand Conseil – pour vous citer – à une certaine retenue. Nous avons pu entendre dans les propos de chaque groupe que ce sera le cas et nous nous en réjouissons. Comme cela a été rappelé, la planification hospitalière aurait dû être mise à jour il y a maintenant neuf ans, Dès lors, le Conseil d'État espère que cette mise à jour pourra arriver aujourd'hui, au terme d'un travail important fourni par le service, fourni aussi par la commission Santé. Trois séances – vous l'avez rappelé, Monsieur l'ancien président de la commission –, auxquelles s'est ajoutée une partie de séance au début de la législature, qui a permis de lever le différend qui subsistait entre la commission Santé et le Conseil d'État, avec un contre-amendement du Conseil d'État qui semble être en passe d'être accepté. Nous aurons l'occasion d'y revenir tout à l'heure. Dès lors, sans faire beaucoup plus long, puisque M. le président nous avait appelés à une certaine concision aujourd'hui, et dans la mesure où peu de questions de détail ont été posées lors des interventions et que nous pourrons revenir évidemment, lors de l'examen du projet de loi, sur les différents éléments qui ont été relevés, nous voulons dire surtout que, pour le Conseil d'État, il est vraiment important que cette étape-là puisse être franchie. Et surtout, ce qui est important, c'est de pouvoir ancrer dans la loi de santé les dispositions qui régissent la planification hospitalière pour que, lors de la prochaine mise à jour de la planification hospitalière, nous n'ayons pas besoin de repasser par ce processus-là, mais qu'elle puisse l'être rapidement, en veillant évidemment à actualiser les besoins. Vous avez pu lire aussi dans le rapport du Conseil d'État que compte tenu du retard pris dans les travaux, une nouvelle actualisation des besoins sera faite pour que la planification hospitalière et ensuite l'attribution des différentes prestations collent le mieux possible aux besoins de la population. Dès lors, nous ne faisons pas plus long et vous remercions encore pour votre entrée en matière favorable."
"Le président","Présidence","24.053","Septembre 2025","L'entrée en matière ne semble pas être combattue, elle est donc acceptée. Débat article par article Loi modifiant la loi de santé (LS) (Planification hospitalière) Article premier de la loi de révision. – Article 73a. – Adopté. Titre de section et de sous-section avant l'article 83 LS. – Adopté. Articles 83 à 83d LS. – Adoptés. Article 83e LS. – Nous sommes en présence d'un amendement du Conseil d'État, qui se présente comme suit : Séance du 2 septembre 2025, 8h30 Article 83e (nouveau), alinéa 2, lettre d d) garantir des conditions de travail adéquates au sens de l'article 83f au personnel de l'institution hospitalière, à l'exception des professions médicales universitaires au sens de la Loi fédérale sur les professions médicales universitaires, du 23 juin 2006, et de la direction générale ; La parole est-elle demandée par le rapporteur ? C'est le cas, vous avez la parole. M. Vincent Martinez (LR-LC) : – Pour faire simple, à la relecture de tous les documents, nous vous proposons vraiment, par rapport à la position de la commission, de vous référer aux indications qui sont données dans le document qui a été annexé à l'ordre du jour, où toutes les positions ont été détaillées, simplement parce qu'il y a un léger problème entre ce qu'a pu dire l'ancienne commission, puis la nouvelle commission, et les ajouts du Conseil d'État. Nous ne souhaiterions pas « embrouiller » cette noble assemblée par des propos d'une époque révolue. La parole est-elle demandée par les groupes ? Ce ne semble pas être le cas. Par le Conseil d'État ?"
"M. Frédéric Mairy","Département de la santé, de la jeunesse et des sports","24.053","Septembre 2025","Effectivement, sur cet article 83e, alinéa 2, lettre d, les débats entre la commission Santé et le Conseil d'État ont été nourris. Le Conseil d'État aurait préféré pouvoir s'en tenir à sa version initiale, version qui lui permettait, lui semble-t-il, de répondre aux enjeux de qualité des soins et de conditions de travail suffisantes pour le personnel. La commission Santé a souhaité pouvoir avoir une vision plus large des catégories considérées par cet alinéa. Dès lors, les différents travaux menés en commission ont permis au Conseil d'État de reprendre sa copie, de proposer effectivement un élargissement du cadre, qui demandera un peu plus de travail du côté du service de la santé publique. Nous traiterons plus tard dans l'ordre du jour un rapport en lien avec les modifications administratives visant à alléger la charge à la fois pour les institutions de soins et pour l'administration publique ; avec cette disposition-là, on va un peu à l'encontre de cette intention, mais nous pouvons néanmoins la comprendre. Nous voulons juste rappeler – nous ne l'avons pas fait en introduction – que tout le travail également d'élaboration du rapport a été fait après consultation des acteurs du domaine de la santé, qui souscrivaient à la proposition initiale. Cette nouvelle proposition n'a pas fait l'objet d'une nouvelle consultation des acteurs ; elle nous semble néanmoins, de la manière selon laquelle elle est formulée au travers de l'amendement du Conseil d'État, pouvoir être acceptée par ceux-ci et ne pas présenter un risque de recours. Dès lors, nous vous invitons effectivement, à défaut de souscrire à la proposition initiale du Conseil d'État, de le faire pour l'amendement déposé le 24 juin."
"Le président","Présidence","24.053","Septembre 2025","Y a-t-il d'autres demandes de prise de parole ? Cela ne semble pas être le cas. L'amendement n'a pas été combattu, il est donc accepté. Article 83e LS. – Adopté. Article 83f LS. – Nous passons à l'amendement suivant, amendement de la commission, à l'article 83f, alinéa 1 : Article 83f (nouveau), alinéa 1 1Sont considérées comme adéquates les conditions de travail qui, ramenées à une rémunération horaire exprimée en francs, sont (suppression de : comparables) équivalentes à celles reconnues par le Conseil d'État. Le rapporteur ne souhaite pas prendre la parole. Les groupes souhaitent-ils prendre la parole ? Cela ne semble pas être le cas. Le Conseil d'État ? Non plus. Les membres du Grand Conseil ? Non plus. Il ne semble pas y avoir d'opposition, l'amendement est donc accepté. Séance du 2 septembre 2025, 8h30 Toujours à l'article 83f, nous avons deux amendements qui concernent l'alinéa 2, lettre c, qui s'opposent : Amendement de la commission c) l'indemnisation du travail (suppression de : irrégulier,) de nuit ou de week-end ainsi que les piquets ; Amendement Blaise Courvoisier c) l'indemnisation du travail irrégulier : de nuit ou de week-end ainsi que les piquets ; Nous donnons la parole aux représentants des groupes. Il n'y a pas de demande de prise de parole. La parole est donc au Conseil d'État."
"M. Frédéric Mairy","Département de la santé, de la jeunesse et des sports","24.053","Septembre 2025","Là aussi, un amendement qui a donné lieu à quelques échanges et besoins de clarification au sein de la commission Santé, avec, du côté du Conseil d'État, une prise de conscience que la formulation initiale de sa proposition peut prêter à confusion, puisqu'elle introduit une question de travail irrégulier, irrégulier dans le sens où le travail peut s'effectuer effectivement de nuit ou de week-end, ce qui est le propre de tout travail en institution de soins. Ainsi, le Conseil d'État était favorable à l'amendement proposé par la commission, qui supprime cette notion d'irrégulier, aussi en cohérence avec la CCT Santé 21, qui ne peut dès lors plus être prise comme base de référence, mais néanmoins sur laquelle nous pourrons nous appuyer par la suite pour édicter le règlement qui permettra d'évaluer les conditions de travail offertes par les institutions de soins, puisque cette notion de travail irrégulier ne donne pas lieu directement à une indemnité, mais elle est intégrée dans la manière selon laquelle les rémunérations sont versées et selon laquelle chaque fonction est évaluée. Dès lors, ce terme d'irrégulier nous semble poser problème, puisqu'il demanderait, s'il est maintenu, de pouvoir en fixer les contours précisément, pour ensuite pouvoir s'assurer qu'il est respecté dans les conditions de travail des différentes institutions. Le Conseil d'État souscrit donc à la proposition de la commission en supprimant cette notion d'irrégulier."
